loss,mean_squared_error,mean_absolute_error,r_square
5.163353,5.163353,1.7133813,0.22790986
6.69802,6.69802,2.048489,0.23314261
7.327754,7.327754,1.9850202,0.020926416
3.7484014,3.7484014,1.5154972,-0.0955472
3.4361925,3.4361925,1.5011914,-0.23940158
3.301694,3.301694,1.4876652,-0.1136148
3.2275333,3.2275333,1.3919694,0.04369384
8.826347,8.826347,2.2454476,-0.017813087
2.7101064,2.7101064,1.2863426,0.27428114
11.346757,11.346757,2.2095976,0.1202333
12.248956,12.248956,2.4434624,-0.0377208
5.366781,5.366781,1.8430184,0.19737345
3.5839975,3.5839975,1.5594351,0.17786437
6.4979234,6.4979234,1.799808,0.17312372
5.0489435,5.0489435,1.6865678,0.17515665
6.1360826,6.1360826,1.7701929,0.09042436
9.97982,9.97982,2.4138954,0.22505486
4.839716,4.839716,1.6655526,-0.07642686
6.825492,6.825492,1.8768947,0.18766809
5.8420897,5.8420897,1.9572549,0.17723835
4.727707,4.727707,1.5780773,-0.10858071
6.604228,6.604228,1.7949435,0.06475878
3.0933754,3.0933754,1.4158163,-0.233976
5.824197,5.824197,1.8099043,0.20649582
3.713225,3.713225,1.3852873,0.16888696
6.657832,6.657832,1.7757032,0.05086732
7.494787,7.494787,2.028897,0.27971262
11.934595,11.934595,2.0658193,0.03284067
3.120781,3.120781,1.3552065,-0.15827465
11.52364,11.52364,2.4732404,0.14770138
4.6595,4.6595,1.831324,0.3513692
9.754871,9.754871,2.2427154,0.23391455
6.763656,6.763656,2.1169753,0.3169641
5.1168694,5.1168694,1.8867618,-0.29215145
2.425436,2.425436,1.2625121,-0.5378616
2.3377724,2.3377724,1.2857211,0.26568133
13.198759,13.198759,2.4275987,-0.20031345
6.521982,6.521982,1.9660001,0.22666633
4.9858704,4.9858704,1.7051525,-0.99434817
4.104392,4.104392,1.5645014,0.21455848
8.585432,8.585432,1.8178742,0.17466366
7.432141,7.432141,1.8786678,0.16697544
3.8612647,3.8612647,1.7196472,0.012234628
7.543023,7.543023,1.8818835,0.24303651
7.535983,7.535983,2.1489706,-0.00807929
4.570097,4.570097,1.5160328,0.23782098
4.7994404,4.7994404,1.7445505,0.06849378
3.6367,3.6367,1.4161247,0.10135603
2.531506,2.531506,1.3485994,0.0738613
8.059188,8.059188,1.7538295,0.07894993
6.7875533,6.7875533,1.8630892,0.025455058
8.699295,8.699295,2.3039842,-0.079505324
5.169792,5.169792,1.755379,0.30744803
5.988476,5.988476,1.8713574,0.12095767
4.692912,4.692912,1.7394813,0.23854506
11.478886,11.478886,1.8957686,0.081537366
4.8412266,4.8412266,1.7269174,-0.040599465
4.6716895,4.6716895,1.7224269,0.105997026
6.5095625,6.5095625,1.728251,0.16500163
10.142067,10.142067,2.0917673,0.19710273
3.8991125,3.8991125,1.6467094,-0.4362198
10.05469,10.05469,2.2545009,0.16853726
5.86403,5.86403,1.8387547,0.19636422
5.084543,5.084543,1.8261993,-0.37340343
4.3053927,4.3053927,1.7322903,0.2254529
1.9857817,1.9857817,1.0810295,0.30929333
6.3635488,6.3635488,2.0611255,0.06146133
7.1667147,7.1667147,1.8715845,0.12790066
10.980992,10.980992,2.3496563,-0.07914734
6.245697,6.245697,1.8580059,0.038545728
4.831584,4.831584,1.7706299,0.015022516
3.227464,3.227464,1.4956553,-0.19096327
4.215555,4.215555,1.6386719,0.16065943
4.8435965,4.8435965,1.7905585,-0.54995084
5.2601767,5.2601767,1.6852918,0.357229
13.640509,13.640509,2.6020398,0.06306136
8.080554,8.080554,1.8368893,0.12854266
4.776013,4.776013,1.7465904,0.19561887
8.43475,8.43475,2.3399534,-0.016737342
10.526505,10.526505,2.3534257,0.15364778
1.8378495,1.8378495,1.120517,0.316149
3.9522035,3.9522035,1.6174148,0.10151875
8.816931,8.816931,2.0573368,0.2694767
3.990064,3.990064,1.5692928,0.09904623
2.8747969,2.8747969,1.4225159,0.088044584
4.804595,4.804595,1.6774614,0.070839405
8.531649,8.531649,2.008235,0.19197112
3.8259106,3.8259106,1.3828175,0.25291145
4.33199,4.33199,1.6181657,0.015981019
6.861402,6.861402,1.8596241,0.115438044
6.550801,6.550801,1.8656753,0.14340186
5.7859745,5.7859745,1.620482,0.036768377
3.1338296,3.1338296,1.4626063,0.11229831
7.4975166,7.4975166,1.9946074,0.12983602
9.774904,9.774904,2.5305002,0.3005538
3.5360713,3.5360713,1.4973755,-0.28767323
4.1244116,4.1244116,1.5537906,-0.00080513954
12.71479,12.71479,2.4157357,-0.012201309
6.2211685,6.2211685,1.585257,0.14271611
3.0776327,3.0776327,1.2871789,0.4136752
5.2508736,5.2508736,1.8252697,0.11081618
8.932151,8.932151,1.9858329,0.18327332
5.7746105,5.7746105,1.4771261,0.07822275
3.9625487,3.9625487,1.6555535,0.13667023
3.882085,3.882085,1.6477604,-0.72837174
9.241005,9.241005,2.3567739,0.27164495
5.9455156,5.9455156,1.8266281,0.19965714
7.165069,7.165069,2.2611418,0.049631953
3.5542917,3.5542917,1.6012399,0.27076846
2.7691526,2.7691526,1.3422726,-0.09103978
6.756144,6.756144,1.743237,0.18175143
3.0311713,3.0311713,1.2634759,0.2761382
9.617173,9.617173,1.960324,0.042676628
8.119183,8.119183,2.1023786,0.09933454
6.7231383,6.7231383,1.7333765,0.06549561
6.484638,6.484638,1.715389,0.0652774
5.826881,5.826881,1.8325186,-0.36133385
7.5044675,7.5044675,2.115392,0.11671555
4.6220984,4.6220984,1.6923709,0.33933157
9.003055,9.003055,2.1376286,0.30447924
2.6573951,2.6573951,1.526683,0.33150768
6.8538184,6.8538184,1.9417527,0.18618852
4.555137,4.555137,1.6987832,0.2924059
5.8098373,5.8098373,1.6331422,-0.12868023
8.344762,8.344762,2.2990656,0.071897864
6.838058,6.838058,1.8216178,0.09532672
3.8173795,3.8173795,1.4742553,0.25286764
4.5921617,4.5921617,1.2972939,0.27566642
3.1809905,3.1809905,1.5067708,0.27919137
2.8276782,2.8276782,1.4505008,0.3169279
7.0906935,7.0906935,1.9252815,0.29086143
4.1669245,4.1669245,1.6049559,0.2025919
7.368027,7.368027,1.831759,0.07436389
8.901596,8.901596,1.8625001,0.25473577
7.1870975,7.1870975,2.0707583,0.094093084
6.5474043,6.5474043,1.8711716,0.2602293
5.5383844,5.5383844,1.8870662,-0.063037634
9.938095,9.938095,1.7299013,-0.03927791
7.6395826,7.6395826,1.8572202,0.03265333
